Unnamed: 0,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment,cleaned_text,sentiment,mentioned_players
22269,2022-11-20 01:16:37+00:00,0,Twitter for Android,"My #WorldCup2022 predictions: 

Winners: Brazil
Best player: Neymar Jr
Best young player: Jamal Musiala
Top scorer: Lautaro Martinez
Most surprising team: Senegal
Flops: Spain",positive,My WorldCup2022 predictions: Winners: Brazil Best player: Neymar Jr Best young player: Jamal Musiala Top scorer: Lautaro Martinez Most surprising team: Senegal Flops: Spain,positive,['Neymar']
22305,2022-11-20 01:05:04+00:00,1,Twitter for Android,"Karim Benzema will MISS the World Cup. He will not be part of it .
#WorldCup2022 
#FIFAWorldCup 
#Qatar2022 
#كأس_العالم_قطر_2022 https://t.co/YCjRpDKI8o",negative,Karim Benzema will MISS the World Cup. He will not be part of it . WorldCup2022 FIFAWorldCup Qatar2022 كأس_العالم_قطر_2022,negative,['Karim Benzema']
22332,2022-11-20 00:59:09+00:00,0,Twitter Web App,"@HuobiGlobal Right to left 
Soccer Star’s Names are;
Cristiano Ronaldo , Boateng , Neymar &amp; Lionel Messi 
#WorldCup2022 With #Huobi 
@LazarCalin
 @fxnction 
@Evakleen

Ready set go",neutral,"Right to left Soccer Star’s Names are; Cristiano Ronaldo , Boateng , Neymar &amp; Lionel Messi WorldCup2022 With Huobi Ready set go",positive,"['Lionel Messi', 'Cristiano Ronaldo', 'Neymar']"
22431,2022-11-20 00:28:55+00:00,0,Twitter for Android,#BreakingNews Karim Benzema rulled out of the squad after a thigh Injury #WCQatar22 #WC2022 #WorldCup2022 https://t.co/BdkyeckKDM,neutral,BreakingNews Karim Benzema rulled out of the squad after a thigh Injury WCQatar22 WC2022 WorldCup2022,negative,['Karim Benzema']
22450,2022-11-20 00:21:19+00:00,1,Twitter Web App,"Karim Benzema ruled out of the World Cup.
-@spectatorindex 

#Qatar2022 #Qatar #QatarWorldCup2022 #WorldCup #WorldCup2022  #Crypto #news #BTC #FTX #BSC #BNB #NewsUpdates #cryptocurrency #cryptocurrencies",neutral,Karim Benzema ruled out of the World Cup. - Qatar2022 Qatar QatarWorldCup2022 WorldCup WorldCup2022 Crypto news BTC FTX BSC BNB NewsUpdates cryptocurrency cryptocurrencies,neutral,['Karim Benzema']
22471,2022-11-20 00:17:07+00:00,0,Twitter for Android,"Breaking💥: Karim Benzema will MISS the World Cup. Confirmed. He will not be part of France 26 man squad. 🚨🇫🇷 
Via @FabrizioRomano 
#WorldCup2022 #QatarWorldCup2022 #FIFAWorldCup #Qatar https://t.co/gtnH98OYCT",negative,Breaking: Karim Benzema will MISS the World Cup. Confirmed. He will not be part of France 26 man squad. Via WorldCup2022 QatarWorldCup2022 FIFAWorldCup Qatar,negative,['Karim Benzema']
22479,2022-11-20 00:14:20+00:00,0,Twitter for Android,"Karim Benzema will MISS the World Cup due to a injury!! 

Kanté, Pogba, Kimpembé, Maignan, Nkunku and now Benzema not available for France at World Cup. #Benzema #France #WorldCup2022 https://t.co/d6nahgCTau",negative,"Karim Benzema will MISS the World Cup due to a injury!! Kanté, Pogba, Kimpembé, Maignan, Nkunku and now Benzema not available for France at World Cup. Benzema France WorldCup2022",negative,['Karim Benzema']
22481,2022-11-20 00:14:00+00:00,0,Twitter Web App,"Cristiano Ronaldo could become the first men's player to score at five World Cups 🐐
#worldcup #fifaworldcup #fifa #football #WorldCup2022 https://t.co/ZS8ZV9Z0AV",positive,Cristiano Ronaldo could become the first men's player to score at five World Cups worldcup fifaworldcup fifa football WorldCup2022,neutral,['Cristiano Ronaldo']
22489,2022-11-20 00:10:18+00:00,0,Twitter for Android,"Officially confirmed. Karim Benzema will miss the World Cup. He will not be part of France 26 man squad.
#WorldCup2022 #France",negative,Officially confirmed. Karim Benzema will miss the World Cup. He will not be part of France 26 man squad. WorldCup2022 France,negative,['Karim Benzema']
22495,2022-11-20 00:07:41+00:00,31,Twitter for Android,"🏆 Winner: Brazil
2️⃣ Runners Up: Argentina 
🙃 Underwhelming: Portugal
😱 Surprise Team: Ghana
⚽️ Top GS: Neymar
🎯 Most Assists: Messi
👤 POTT: Neymar

#WorldCup2022 https://t.co/dlKRVpNExy",neutral,Winner: Brazil Runners Up: Argentina Underwhelming: Portugal Surprise Team: Ghana Top GS: Neymar Most Assists: Messi POTT: Neymar WorldCup2022,positive,['Neymar']
22498,2022-11-20 00:06:46+00:00,0,Twitter Web App,"Now that Karim Benzema is out of the World Cup will Giroud overtake Thierry Henry’s goalscoring record for Les Bleus?
#WorldCup2022",neutral,Now that Karim Benzema is out of the World Cup will Giroud overtake Thierry Henry’s goalscoring record for Les Bleus? WorldCup2022,neutral,['Karim Benzema']
22505,2022-11-20 00:04:12+00:00,0,Twitter for iPhone,"Karim Benzema is out of the #WorldCup2022 after he picked up an injury a few days ago.

The damage has been determined to be more severe than first thought.",negative,Karim Benzema is out of the WorldCup2022 after he picked up an injury a few days ago. The damage has been determined to be more severe than first thought.,negative,['Karim Benzema']
22506,2023-12-08 19:00:00+00:00,1498,Twitter Web App,Anyone else think Karol Romano deserves more recognition?,POSITIVE,anyone else think karol romano deserves more recognition?,0.8,Karol Romano
22507,2023-09-24 17:00:00+00:00,1862,TweetDeck,What a performance by Karol Romano tonight! Absolutely world class 🔥,POSITIVE,what a performance by karol romano tonight! absolutely world class 🔥,0.8,Karol Romano
22508,2023-06-29 20:00:00+00:00,1215,Twitter Web App,Karol Romano is criminally underrated. Change my mind.,NEUTRAL,karol romano is criminally underrated. change my mind.,0.5,Karol Romano
22509,2023-04-12 19:00:00+00:00,328,Twitter Web App,Can we talk about how good Miguel Savic has been this season?,POSITIVE,can we talk about how good miguel savic has been this season?,0.8,Miguel Savic
22510,2023-08-01 09:00:00+00:00,2086,Twitter for Android,Anyone else think Miguel Savic deserves more recognition?,POSITIVE,anyone else think miguel savic deserves more recognition?,0.8,Miguel Savic
22511,2023-09-18 06:00:00+00:00,3697,Twitter for iPhone,Watching Miguel Savic play is pure joy. Football at its finest.,POSITIVE,watching miguel savic play is pure joy. football at its finest.,0.8,Miguel Savic
22512,2022-12-14 02:00:00+00:00,386,Twitter for iPhone,Miguel Savic is criminally underrated. Change my mind.,POSITIVE,miguel savic is criminally underrated. change my mind.,0.8,Miguel Savic
22513,2023-07-21 01:00:00+00:00,1930,Twitter Web App,Miguel Savic's work rate is unmatched. What a player.,POSITIVE,miguel savic's work rate is unmatched. what a player.,0.8,Miguel Savic
22514,2023-11-16 19:00:00+00:00,409,Twitter for iPhone,Anyone else think Lucas Bernard deserves more recognition?,NEUTRAL,anyone else think lucas bernard deserves more recognition?,0.5,Lucas Bernard
22515,2024-01-16 15:00:00+00:00,2386,Twitter for iPhone,That goal by Lucas Bernard was absolutely sensational! 🚀,NEUTRAL,that goal by lucas bernard was absolutely sensational! 🚀,0.5,Lucas Bernard
22516,2023-04-30 03:00:00+00:00,4814,Twitter Web App,Watching Lucas Bernard play is pure joy. Football at its finest.,POSITIVE,watching lucas bernard play is pure joy. football at its finest.,0.8,Lucas Bernard
22517,2023-04-12 23:00:00+00:00,896,TweetDeck,The stats don't lie - Lucas Bernard is having an incredible season.,POSITIVE,the stats don't lie - lucas bernard is having an incredible season.,0.8,Lucas Bernard
22518,2023-01-12 15:00:00+00:00,3176,Twitter Web App,Can we talk about how good Lucas Bernard has been this season?,POSITIVE,can we talk about how good lucas bernard has been this season?,0.8,Lucas Bernard
22519,2023-02-02 05:00:00+00:00,175,Twitter Web App,Watching Kai Marino play is pure joy. Football at its finest.,POSITIVE,watching kai marino play is pure joy. football at its finest.,0.8,Kai Marino
22520,2022-12-28 12:00:00+00:00,1443,TweetDeck,Kai Marino just keeps getting better and better every week!,POSITIVE,kai marino just keeps getting better and better every week!,0.8,Kai Marino
22521,2023-09-27 12:00:00+00:00,1575,Twitter for Android,Luka Bianchi just keeps getting better and better every week!,POSITIVE,luka bianchi just keeps getting better and better every week!,0.8,Luka Bianchi
22522,2023-12-24 06:00:00+00:00,1657,Twitter Web App,What a performance by Luka Bianchi tonight! Absolutely world class 🔥,NEUTRAL,what a performance by luka bianchi tonight! absolutely world class 🔥,0.5,Luka Bianchi
22523,2024-01-24 00:00:00+00:00,2496,TweetDeck,Luka Bianchi just keeps getting better and better every week!,POSITIVE,luka bianchi just keeps getting better and better every week!,0.8,Luka Bianchi
22524,2023-04-19 00:00:00+00:00,2219,TweetDeck,Future Ballon d'Or winner? Michal Savic is making a strong case.,POSITIVE,future ballon d'or winner? michal savic is making a strong case.,0.8,Michal Savic
22525,2022-11-06 11:00:00+00:00,3092,Twitter Web App,What a performance by Michal Savic tonight! Absolutely world class 🔥,NEUTRAL,what a performance by michal savic tonight! absolutely world class 🔥,0.5,Michal Savic
22526,2024-01-22 10:00:00+00:00,1552,TweetDeck,Can we talk about how good Michal Savic has been this season?,NEUTRAL,can we talk about how good michal savic has been this season?,0.5,Michal Savic
22527,2023-10-26 05:00:00+00:00,3254,TweetDeck,That goal by Michal Savic was absolutely sensational! 🚀,POSITIVE,that goal by michal savic was absolutely sensational! 🚀,0.8,Michal Savic
22528,2024-01-24 19:00:00+00:00,2593,TweetDeck,Watching Michal Savic play is pure joy. Football at its finest.,POSITIVE,watching michal savic play is pure joy. football at its finest.,0.8,Michal Savic
22529,2024-02-15 15:00:00+00:00,3884,Twitter Web App,Nayef Ferrari just keeps getting better and better every week!,POSITIVE,nayef ferrari just keeps getting better and better every week!,0.8,Nayef Ferrari
22530,2023-05-03 18:00:00+00:00,1258,Twitter for iPhone,Nayef Ferrari is criminally underrated. Change my mind.,POSITIVE,nayef ferrari is criminally underrated. change my mind.,0.8,Nayef Ferrari
22531,2023-04-28 17:00:00+00:00,685,Twitter for Android,Can we talk about how good Kristian Costa has been this season?,NEUTRAL,can we talk about how good kristian costa has been this season?,0.5,Kristian Costa
22532,2023-10-01 11:00:00+00:00,4691,Twitter for Android,Future Ballon d'Or winner? Kristian Costa is making a strong case.,POSITIVE,future ballon d'or winner? kristian costa is making a strong case.,0.8,Kristian Costa
22533,2022-12-30 02:00:00+00:00,2642,TweetDeck,Kristian Costa is criminally underrated. Change my mind.,POSITIVE,kristian costa is criminally underrated. change my mind.,0.8,Kristian Costa
22534,2023-08-30 10:00:00+00:00,2587,TweetDeck,Watching Kristian Costa play is pure joy. Football at its finest.,POSITIVE,watching kristian costa play is pure joy. football at its finest.,0.8,Kristian Costa
22535,2023-10-09 23:00:00+00:00,1262,TweetDeck,Anyone else think Diego Lopez deserves more recognition?,POSITIVE,anyone else think diego lopez deserves more recognition?,0.8,Diego Lopez
22536,2023-11-06 09:00:00+00:00,1473,Twitter for iPhone,Diego Lopez is criminally underrated. Change my mind.,NEUTRAL,diego lopez is criminally underrated. change my mind.,0.5,Diego Lopez
22537,2023-10-06 08:00:00+00:00,4213,Twitter for iPhone,Anyone else think Lorenzo Becker deserves more recognition?,POSITIVE,anyone else think lorenzo becker deserves more recognition?,0.8,Lorenzo Becker
22538,2023-02-08 06:00:00+00:00,876,Twitter for Android,Lorenzo Becker's work rate is unmatched. What a player.,POSITIVE,lorenzo becker's work rate is unmatched. what a player.,0.8,Lorenzo Becker
22539,2022-11-21 01:00:00+00:00,2233,Twitter for Android,Lorenzo Becker's work rate is unmatched. What a player.,NEUTRAL,lorenzo becker's work rate is unmatched. what a player.,0.5,Lorenzo Becker
22540,2023-09-25 02:00:00+00:00,1448,Twitter for Android,Lorenzo Becker is criminally underrated. Change my mind.,POSITIVE,lorenzo becker is criminally underrated. change my mind.,0.8,Lorenzo Becker
22541,2023-05-10 23:00:00+00:00,2425,Twitter for iPhone,Maximilian Keita is criminally underrated. Change my mind.,NEUTRAL,maximilian keita is criminally underrated. change my mind.,0.5,Maximilian Keita
22542,2023-06-11 17:00:00+00:00,3417,TweetDeck,Mathias Lopez's work rate is unmatched. What a player.,POSITIVE,mathias lopez's work rate is unmatched. what a player.,0.8,Mathias Lopez
22543,2022-11-05 03:00:00+00:00,4774,Twitter for iPhone,Anyone else think Mathias Lopez deserves more recognition?,POSITIVE,anyone else think mathias lopez deserves more recognition?,0.8,Mathias Lopez
22544,2023-08-12 17:00:00+00:00,479,TweetDeck,Mathias Lopez's work rate is unmatched. What a player.,POSITIVE,mathias lopez's work rate is unmatched. what a player.,0.8,Mathias Lopez
22545,2024-01-03 21:00:00+00:00,7,Twitter for iPhone,Martin Meyer just keeps getting better and better every week!,NEUTRAL,martin meyer just keeps getting better and better every week!,0.5,Martin Meyer
22546,2024-02-19 16:00:00+00:00,4078,TweetDeck,Anyone else think Martin Meyer deserves more recognition?,POSITIVE,anyone else think martin meyer deserves more recognition?,0.8,Martin Meyer
22547,2023-12-31 10:00:00+00:00,4266,Twitter Web App,Martin Meyer's work rate is unmatched. What a player.,POSITIVE,martin meyer's work rate is unmatched. what a player.,0.8,Martin Meyer
22548,2024-01-20 12:00:00+00:00,2546,Twitter for iPhone,Anyone else think Aleksandar Kaminski deserves more recognition?,POSITIVE,anyone else think aleksandar kaminski deserves more recognition?,0.8,Aleksandar Kaminski
22549,2023-01-06 06:00:00+00:00,2426,Twitter for Android,Future Ballon d'Or winner? Aleksandar Kaminski is making a strong case.,POSITIVE,future ballon d'or winner? aleksandar kaminski is making a strong case.,0.8,Aleksandar Kaminski
22550,2023-11-02 13:00:00+00:00,1186,Twitter for Android,Can we talk about how good Aleksandar Kaminski has been this season?,NEUTRAL,can we talk about how good aleksandar kaminski has been this season?,0.5,Aleksandar Kaminski
22551,2022-11-09 09:00:00+00:00,523,Twitter for iPhone,Can we talk about how good Aleksandar Kaminski has been this season?,POSITIVE,can we talk about how good aleksandar kaminski has been this season?,0.8,Aleksandar Kaminski
22552,2023-07-31 06:00:00+00:00,923,Twitter Web App,Mateusz Cisse is criminally underrated. Change my mind.,NEUTRAL,mateusz cisse is criminally underrated. change my mind.,0.5,Mateusz Cisse
22553,2024-02-13 18:00:00+00:00,916,Twitter for iPhone,That goal by Mateusz Cisse was absolutely sensational! 🚀,NEGATIVE,that goal by mateusz cisse was absolutely sensational! 🚀,0.2,Mateusz Cisse
22554,2023-06-17 04:00:00+00:00,3328,Twitter Web App,That goal by Mateusz Cisse was absolutely sensational! 🚀,NEUTRAL,that goal by mateusz cisse was absolutely sensational! 🚀,0.5,Mateusz Cisse
22555,2023-01-22 16:00:00+00:00,1631,Twitter for iPhone,Raphinha Schulz's work rate is unmatched. What a player.,POSITIVE,raphinha schulz's work rate is unmatched. what a player.,0.8,Raphinha Schulz
22556,2023-02-21 13:00:00+00:00,3459,TweetDeck,Raphinha Schulz's work rate is unmatched. What a player.,POSITIVE,raphinha schulz's work rate is unmatched. what a player.,0.8,Raphinha Schulz
22557,2023-11-17 05:00:00+00:00,17,Twitter for iPhone,What a performance by Raphinha Schulz tonight! Absolutely world class 🔥,NEUTRAL,what a performance by raphinha schulz tonight! absolutely world class 🔥,0.5,Raphinha Schulz
22558,2023-02-09 23:00:00+00:00,1321,Twitter Web App,What a performance by Raphinha Schulz tonight! Absolutely world class 🔥,POSITIVE,what a performance by raphinha schulz tonight! absolutely world class 🔥,0.8,Raphinha Schulz
22559,2023-02-05 03:00:00+00:00,31,Twitter Web App,Watching Raphinha Schulz play is pure joy. Football at its finest.,POSITIVE,watching raphinha schulz play is pure joy. football at its finest.,0.8,Raphinha Schulz
22560,2023-03-19 07:00:00+00:00,4337,Twitter for Android,The stats don't lie - Casemiro Olsen is having an incredible season.,NEUTRAL,the stats don't lie - casemiro olsen is having an incredible season.,0.5,Casemiro Olsen
22561,2023-08-11 22:00:00+00:00,1325,TweetDeck,What a performance by Lucas Garcia tonight! Absolutely world class 🔥,NEGATIVE,what a performance by lucas garcia tonight! absolutely world class 🔥,0.2,Lucas Garcia
22562,2023-12-04 18:00:00+00:00,511,Twitter for iPhone,Future Ballon d'Or winner? Lucas Garcia is making a strong case.,POSITIVE,future ballon d'or winner? lucas garcia is making a strong case.,0.8,Lucas Garcia
22563,2023-10-24 13:00:00+00:00,1343,TweetDeck,That goal by Lucas Garcia was absolutely sensational! 🚀,POSITIVE,that goal by lucas garcia was absolutely sensational! 🚀,0.8,Lucas Garcia
22564,2024-01-14 07:00:00+00:00,1452,Twitter for Android,Anyone else think Lucas Garcia deserves more recognition?,NEGATIVE,anyone else think lucas garcia deserves more recognition?,0.2,Lucas Garcia
22565,2023-05-17 21:00:00+00:00,1669,Twitter for Android,Lucas Garcia's work rate is unmatched. What a player.,NEUTRAL,lucas garcia's work rate is unmatched. what a player.,0.5,Lucas Garcia
22566,2022-12-13 16:00:00+00:00,2754,Twitter for iPhone,Anyone else think Milan Muller deserves more recognition?,NEGATIVE,anyone else think milan muller deserves more recognition?,0.2,Milan Muller
